Key_words,Definition,Url
Tonsil stones,"Tonsil stones are small lumps of hardened material that can form in your They can cause bad breath, an irritating cough, earache, sore throat and/or a bad taste in your Good oral hygiene, including gargling with warm salt water, can helpmanage most tonsil stones. In rare cases, an ear, nose and throat (ENT) specialist may need to surgically remove your tonsil stones,if they become very large.",https://www.healthdirect.gov.au/anorexia-nervosa
Tonsillitis,"Tonsillitis is inflammation (swelling) of the tonsils. It can be caused by viruses or bacteria. Symptoms include a sore throat, trouble swallowing, fever, headache, and swollen lymph glands. Tonsillitis is more common in children than in adults.",https://www.healthdirect.gov.au/ankylosing-spondylitis
Torticollis. neck strain,"Torticollis is a common condition when your neck muscles spasm, causing pain on one side and difficulty straightening your neck. Babies are sometimes born with torticollis. You can develop torticollis from muscle trauma that may be so minor you don’t even recall it. You can treat torticollis with pain relief, applying gentle heat and massage. Your symptoms will usually disappear within about a week.",https://www.healthdirect.gov.au/dog-cat-bat-and-human-bites
Tourette syndrome,"Tourette syndrome is a genetic inherited neurological disorder, which means it can be passed on from birth parents to their children. Signs of Tourette syndrome usually begins between 2 and 21 years of age. It causes people to make involuntary and uncontrollable vocal sounds and movements called tics. People with movement tics can find themselves jerking their head, stretching their neck, stamping their feet, and twisting and bending. People with vocal tics might clear their throat, cough, sniff, click their tongue, grunt, yelp, bark or shout. There is no cure for Tourette syndrome, but treatment with medicines can improve symptoms.",https://www.healthdirect.gov.au/angina
Toxic shock syndrome (TSS),Toxic shock syndrome (TSS) is a very rare infection caused by bacteria. Early diagnosis and treatment are very important. TSS is treated in a hospital with antibiotics for the infection.,https://www.healthdirect.gov.au/angelman-syndrome
Toxoplasmosis,"Toxoplasmosis is a very common disease caused by a parasite and usually doesn't cause symptoms in humans. It is usually transmitted by cats and their faeces and can also be found in other animals and soil. If you're pregnant, toxoplasmosis can harm your baby. A blood test will show if you have toxoplasmosis. If you're pregnant, unwell or have a weak immune system, your doctor might recommend treatment with medicine.",https://www.healthdirect.gov.au/aneurysms
Trachoma,"Trachoma is a preventable eye infection you can catch from contact with fluid from the eyes and nose of infected people. Active trachoma can cause red, sticky eyes Sometimes children can have no symptoms. Repeated infection can cause visual impairment, including blindness if left untreated. Trachoma can be treated with a single dose of antibiotic and prevented with good hygiene.",https://www.healthdirect.gov.au/anaphylaxis
Transverse myelitis,"Transverse myelitis is an inflammatory disease of the spinal cord. This condition causes neurological (nerve) symptoms such as loss of muscle strength, sensory symptoms like ‘pins and needles’ as well as problems with bladder and bowel function. Transverse myelitis can be a complication of a wide range of medical disorders. There is no cure for transverse myelitis but there are treatments to reduce symptoms. Common ongoing effects of transverse myelitis include neuropathic pain (pain from nerves) and bladder or bowel problems.",https://www.healthdirect.gov.au/anal-injury
Trichomoniasis,"Trichomoniasis is a sexually transmitted infection (STI) caused by a parasite. Trichomoniasis can be passed on during unprotected sex or from sharing damp towels. Symptoms include vaginal or penile discharge and pain when urinating. Trichomoniasis is treated with antibiotics. If you have an STI, you should inform all recent sexual partners so they can be tested and treated.",https://www.healthdirect.gov.au/anaemia
Trichotillomania,"Trichotillomania is a condition where people feel a strong urge to pull out their hair. Pulling hair out can temporarily release tension, giving a feeling of relief. You may find that stress triggers your hair-pulling, or you may do it when you feel relaxed. Trichotillomania can cause thinning hair or bald spots and other physical and psychological symptoms. Trichotillomania can be treated with psychological therapies, specifically cognitive behavioural therapy (CBT), or other behaviour change strategies.",https://www.healthdirect.gov.au/motor-neurone-disease-mnd
Trigeminal neuralgia,"Trigeminal neuralgia is a type of nerve pain that affects your face. This nerve pain is caused by irritation of your trigeminal nerve. Attacks of nerve pain can feel sharp and shocking, often lasting several seconds. Trigeminal neuralgia can be triggered by many things including: eating, speaking, and drinking cold drinks. Treatment for trigeminal neuralgia can include medication, and other techniques like surgery.",https://www.healthdirect.gov.au/amyloidosis
Tuberous sclerosis,"Tuberous sclerosis is an uncommon genetic disorder, that involves the overgrowth of normal tissue in many different parts of your body. Symptoms vary widely, so you may be severely affected by tuberous sclerosis, or you may not realise you have it. Growths can affect many parts of your body including your brain, skin, kidneys, eyes, heart and lungs. Tuberous sclerosis can be diagnosed before a baby is born, in childhood or in adulthood. There’s no cure, but there are new medicines available to treat tuberous sclerosis.",https://www.healthdirect.gov.au/amnesia
